zoning_building_id,zoning_id,building_type_id,zoning_name,building_type_name,can_develop,conditional_use,cost_in_city,cost_in_ugb,cost_outside_ugb,probability,cost_notes,max_building_area,notes
2836,60,6170,LC -- RURAL PUBLIC FACILITY -- RPF,College / University,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2837,60,6210,LC -- RURAL PUBLIC FACILITY -- RPF,Medical Lab,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2838,60,6220,LC -- RURAL PUBLIC FACILITY -- RPF,Clinic,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2839,60,6230,LC -- RURAL PUBLIC FACILITY -- RPF,Hospital,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2840,60,6300,LC -- RURAL PUBLIC FACILITY -- RPF,Parking Structure,False,False,-99999.99,-99999.99,-99999.99,0,,,
2841,60,6400,LC -- RURAL PUBLIC FACILITY -- RPF,TCU,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2842,60,6500,LC -- RURAL PUBLIC FACILITY -- RPF,Cultural / Civic / Recreation,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2843,60,6600,LC -- RURAL PUBLIC FACILITY -- RPF,Government,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2844,60,7100,LC -- RURAL PUBLIC FACILITY -- RPF,College Dormitory,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2845,60,7200,LC -- RURAL PUBLIC FACILITY -- RPF,Nursing Home,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2846,60,7300,LC -- RURAL PUBLIC FACILITY -- RPF,Military Housing,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2847,60,7900,LC -- RURAL PUBLIC FACILITY -- RPF,Misc. Group Quarters,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2848,60,8000,LC -- RURAL PUBLIC FACILITY -- RPF,Agriculture / Timber / Mining,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2849,60,9000,LC -- RURAL PUBLIC FACILITY -- RPF,Other,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2850,61,1110,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Single-family Detached,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2851,61,1121,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Townhome or Rowhouse,False,False,-99999.99,-99999.99,-99999.99,0,,,
2852,61,1122,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Duplex,False,False,-99999.99,-99999.99,-99999.99,0,,,
2853,61,1130,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Mobile Homes,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2854,61,1210,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Multifamily - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2855,61,1220,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Multifamily - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2856,61,2111,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Mixed Use - Retail + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2857,61,2112,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Mixed Use - Retail + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2858,61,2121,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Mixed Use - Office + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2859,61,2122,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Mixed Use - Office + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2860,61,2131,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Mixed Use - Services + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2861,61,2132,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Mixed Use - Services + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2862,61,2140,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Mixed Use - Non-Residential,False,False,-99999.99,-99999.99,-99999.99,0,,,
2863,61,3100,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Hotel,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2864,61,3200,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Resort,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2865,61,4100,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Office,False,False,-99999.99,-99999.99,-99999.99,0,,,
2866,61,4210,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Grocery Store,False,False,-99999.99,-99999.99,-99999.99,0,,,
2867,61,4220,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Eating and Drinking,False,False,-99999.99,-99999.99,-99999.99,0,,,
2868,61,4230,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Neighborhood Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
2869,61,4240,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Strip Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
2870,61,4250,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
2871,61,4260,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Big Box Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
2872,61,4290,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Misc. Retail,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2873,61,4300,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Services,False,False,-99999.99,-99999.99,-99999.99,0,,,
2874,61,4310,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Financial Services,False,False,-99999.99,-99999.99,-99999.99,0,,,
2875,61,4320,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Auto Sales / Parts / Repair,False,False,-99999.99,-99999.99,-99999.99,0,,,
2876,61,4400,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Storage,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2877,61,4900,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Misc. Commercial,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2878,61,5100,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Light Industrial / Warehousing,False,False,-99999.99,-99999.99,-99999.99,0,,,
2879,61,5200,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Heavy Industrial,False,False,-99999.99,-99999.99,-99999.99,0,,,
2880,61,6110,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Preschool / Kindergarden,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2881,61,6120,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Elementary School,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2882,61,6130,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Middle School,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2883,61,6140,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,K-8 School,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2884,61,6150,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,K-12 School,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2885,61,6160,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,High School,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2886,61,6170,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,College / University,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2887,61,6210,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Medical Lab,False,False,-99999.99,-99999.99,-99999.99,0,,,
2888,61,6220,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Clinic,False,False,-99999.99,-99999.99,-99999.99,0,,,
2889,61,6230,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Hospital,False,False,-99999.99,-99999.99,-99999.99,0,,,
2890,61,6300,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Parking Structure,False,False,-99999.99,-99999.99,-99999.99,0,,,
2891,61,6400,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,TCU,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2892,61,6500,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Cultural / Civic / Recreation,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2893,61,6600,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Government,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2894,61,7100,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,College Dormitory,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2895,61,7200,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Nursing Home,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2896,61,7300,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Military Housing,False,False,-99999.99,-99999.99,-99999.99,0,,,
2897,61,7900,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Misc. Group Quarters,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2898,61,8000,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Agriculture / Timber / Mining,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2899,61,9000,LC -- RURAL RESIDENTIAL (1 ACRE MINIMUM) -- RR1,Other,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2900,62,1110,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Single-family Detached,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2901,62,1121,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Townhome or Rowhouse,False,False,-99999.99,-99999.99,-99999.99,0,,,
2902,62,1122,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Duplex,False,False,-99999.99,-99999.99,-99999.99,0,,,
2903,62,1130,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Mobile Homes,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2904,62,1210,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Multifamily - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2905,62,1220,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Multifamily - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2906,62,2111,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Mixed Use - Retail + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2907,62,2112,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Mixed Use - Retail + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2908,62,2121,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Mixed Use - Office + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2909,62,2122,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Mixed Use - Office + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2910,62,2131,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Mixed Use - Services + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2911,62,2132,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Mixed Use - Services + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2912,62,2140,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Mixed Use - Non-Residential,False,False,-99999.99,-99999.99,-99999.99,0,,,
2913,62,3100,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Hotel,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2914,62,3200,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Resort,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2915,62,4100,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Office,False,False,-99999.99,-99999.99,-99999.99,0,,,
2916,62,4210,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Grocery Store,False,False,-99999.99,-99999.99,-99999.99,0,,,
2917,62,4220,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Eating and Drinking,False,False,-99999.99,-99999.99,-99999.99,0,,,
2918,62,4230,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Neighborhood Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
2919,62,4240,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Strip Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
2920,62,4250,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
2921,62,4260,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Big Box Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
2922,62,4290,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Misc. Retail,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2923,62,4300,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Services,False,False,-99999.99,-99999.99,-99999.99,0,,,
2924,62,4310,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Financial Services,False,False,-99999.99,-99999.99,-99999.99,0,,,
2925,62,4320,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Auto Sales / Parts / Repair,False,False,-99999.99,-99999.99,-99999.99,0,,,
2926,62,4400,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Storage,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2927,62,4900,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Misc. Commercial,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2928,62,5100,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Light Industrial / Warehousing,False,False,-99999.99,-99999.99,-99999.99,0,,,
2929,62,5200,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Heavy Industrial,False,False,-99999.99,-99999.99,-99999.99,0,,,
2930,62,6110,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Preschool / Kindergarden,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2931,62,6120,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Elementary School,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2932,62,6130,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Middle School,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2933,62,6140,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,K-8 School,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2934,62,6150,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,K-12 School,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2935,62,6160,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,High School,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2936,62,6170,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,College / University,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2937,62,6210,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Medical Lab,False,False,-99999.99,-99999.99,-99999.99,0,,,
2938,62,6220,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Clinic,False,False,-99999.99,-99999.99,-99999.99,0,,,
2939,62,6230,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Hospital,False,False,-99999.99,-99999.99,-99999.99,0,,,
2940,62,6300,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Parking Structure,False,False,-99999.99,-99999.99,-99999.99,0,,,
2941,62,6400,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,TCU,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2942,62,6500,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Cultural / Civic / Recreation,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2943,62,6600,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Government,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2944,62,7100,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,College Dormitory,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2945,62,7200,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Nursing Home,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2946,62,7300,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Military Housing,False,False,-99999.99,-99999.99,-99999.99,0,,,
2947,62,7900,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Misc. Group Quarters,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2948,62,8000,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Agriculture / Timber / Mining,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2949,62,9000,LC -- RURAL RESIDENTIAL (10 ACRE MINIMUM) -- RR10,Other,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2950,63,1110,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Single-family Detached,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2951,63,1121,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Townhome or Rowhouse,False,False,-99999.99,-99999.99,-99999.99,0,,,
2952,63,1122,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Duplex,False,False,-99999.99,-99999.99,-99999.99,0,,,
2953,63,1130,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Mobile Homes,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2954,63,1210,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Multifamily - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2955,63,1220,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Multifamily - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2956,63,2111,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Mixed Use - Retail + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2957,63,2112,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Mixed Use - Retail + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2958,63,2121,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Mixed Use - Office + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2959,63,2122,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Mixed Use - Office + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2960,63,2131,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Mixed Use - Services + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2961,63,2132,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Mixed Use - Services + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
2962,63,2140,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Mixed Use - Non-Residential,False,False,-99999.99,-99999.99,-99999.99,0,,,
2963,63,3100,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Hotel,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2964,63,3200,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Resort,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2965,63,4100,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Office,False,False,-99999.99,-99999.99,-99999.99,0,,,
2966,63,4210,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Grocery Store,False,False,-99999.99,-99999.99,-99999.99,0,,,
2967,63,4220,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Eating and Drinking,False,False,-99999.99,-99999.99,-99999.99,0,,,
2968,63,4230,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Neighborhood Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
2969,63,4240,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Strip Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
2970,63,4250,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
2971,63,4260,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Big Box Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
2972,63,4290,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Misc. Retail,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2973,63,4300,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Services,False,False,-99999.99,-99999.99,-99999.99,0,,,
2974,63,4310,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Financial Services,False,False,-99999.99,-99999.99,-99999.99,0,,,
2975,63,4320,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Auto Sales / Parts / Repair,False,False,-99999.99,-99999.99,-99999.99,0,,,
2976,63,4400,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Storage,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2977,63,4900,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Misc. Commercial,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2978,63,5100,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Light Industrial / Warehousing,False,False,-99999.99,-99999.99,-99999.99,0,,,
2979,63,5200,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Heavy Industrial,False,False,-99999.99,-99999.99,-99999.99,0,,,
2980,63,6110,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Preschool / Kindergarden,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2981,63,6120,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Elementary School,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2982,63,6130,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Middle School,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2983,63,6140,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,K-8 School,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2984,63,6150,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,K-12 School,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2985,63,6160,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,High School,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2986,63,6170,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,College / University,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2987,63,6210,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Medical Lab,False,False,-99999.99,-99999.99,-99999.99,0,,,
2988,63,6220,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Clinic,False,False,-99999.99,-99999.99,-99999.99,0,,,
2989,63,6230,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Hospital,False,False,-99999.99,-99999.99,-99999.99,0,,,
2990,63,6300,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Parking Structure,False,False,-99999.99,-99999.99,-99999.99,0,,,
2991,63,6400,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,TCU,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2992,63,6500,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Cultural / Civic / Recreation,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2993,63,6600,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Government,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2994,63,7100,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,College Dormitory,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2995,63,7200,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Nursing Home,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2996,63,7300,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Military Housing,False,False,-99999.99,-99999.99,-99999.99,0,,,
2997,63,7900,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Misc. Group Quarters,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2998,63,8000,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Agriculture / Timber / Mining,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
2999,63,9000,LC -- NON RESOURCE (10 ACRE MINIMUM) -- RR10-NRES,Other,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
3000,64,1110,LC -- RURAL RESIDENTIAL (2 ACRE MINIMUM) -- RR2,Single-family Detached,True,True,-99999.99,5200.0,5200.0,1,Conditional Use Permit,,
3001,64,1121,LC -- RURAL RESIDENTIAL (2 ACRE MINIMUM) -- RR2,Townhome or Rowhouse,False,False,-99999.99,-99999.99,-99999.99,0,,,
3002,64,1122,LC -- RURAL RESIDENTIAL (2 ACRE MINIMUM) -- RR2,Duplex,False,False,-99999.99,-99999.99,-99999.99,0,,,
